ID,PRODUCT,PRICEEACH,QUANTITYORDERED,SALES,STATUS,ORDERNUMBER,PRODUCTCODE,MONTH_ID,QTR_ID,YEAR_ID
691,Vintage Cars,72.65,33,2397.45,Shipped,10241,S18_2248,4,2,2004
692,Vintage Cars,62.96,25,1574.0,Shipped,10280,S18_2248,8,3,2004
693,Vintage Cars,61.75,28,1729.0,Shipped,10288,S18_2248,9,3,2004
694,Vintage Cars,49.04,46,2255.84,Shipped,10303,S18_2248,10,4,2004
695,Vintage Cars,61.15,30,1834.5,Shipped,10312,S18_2248,10,4,2004
696,Vintage Cars,84.25,38,3201.5,Shipped,10332,S18_2248,11,4,2004
697,Vintage Cars,56.91,40,2276.4,Shipped,10344,S18_2248,11,4,2004
698,Vintage Cars,100.0,45,8884.8,Resolved,10367,S18_2248,1,1,2005
699,Vintage Cars,49.3,27,1331.1,Shipped,10379,S18_2248,2,1,2005
700,Vintage Cars,72.65,42,3051.3,On Hold,10407,S18_2248,4,2,2005
701,Vintage Cars,63.57,36,2288.52,In Process,10420,S18_2248,5,2,2005
702,Trucks and Buses,100.0,29,3772.61,Shipped,10104,S18_2319,1,1,2003
703,Trucks and Buses,100.0,39,4164.42,Shipped,10114,S18_2319,4,2,2003
704,Trucks and Buses,100.0,45,6295.95,Shipped,10127,S18_2319,6,2,2003
705,Trucks and Buses,100.0,47,6287.66,Shipped,10141,S18_2319,8,3,2003
706,Trucks and Buses,100.0,49,5412.54,Shipped,10151,S18_2319,9,3,2003
707,Trucks and Buses,100.0,46,5984.14,Shipped,10165,S18_2319,10,4,2003
708,Trucks and Buses,100.0,48,5891.04,Shipped,10175,S18_2319,11,4,2003
709,Trucks and Buses,100.0,46,5984.14,Shipped,10184,S18_2319,11,4,2003
710,Trucks and Buses,100.0,35,3608.15,Shipped,10195,S18_2319,11,4,2003
711,Trucks and Buses,100.0,43,5752.54,Shipped,10207,S18_2319,12,4,2003
712,Trucks and Buses,100.0,26,3765.32,Shipped,10229,S18_2319,3,1,2004
713,Trucks and Buses,98.18,22,2159.96,Shipped,10246,S18_2319,5,2,2004
714,Trucks and Buses,99.41,34,3379.94,Shipped,10259,S18_2319,6,2,2004
715,Trucks and Buses,100.0,50,5093.5,Shipped,10271,S18_2319,7,3,2004
716,Trucks and Buses,100.0,48,5773.44,Shipped,10281,S18_2319,8,3,2004
717,Trucks and Buses,100.0,41,4528.86,Shipped,10292,S18_2319,9,3,2004
718,Trucks and Buses,100.0,36,4816.08,Shipped,10305,S18_2319,10,4,2004
719,Trucks and Buses,100.0,29,3416.78,Shipped,10313,S18_2319,10,4,2004
720,Trucks and Buses,37.48,33,1236.84,Shipped,10324,S18_2319,11,4,2004
721,Trucks and Buses,100.0,46,5814.86,On Hold,10334,S18_2319,11,4,2004
722,Trucks and Buses,100.0,38,5223.48,Shipped,10349,S18_2319,12,4,2004
723,Trucks and Buses,36.42,20,728.4,Shipped,10358,S18_2319,12,4,2004
724,Trucks and Buses,100.0,22,3949.0,Shipped,10370,S18_2319,1,1,2005
725,Trucks and Buses,100.0,27,3843.99,Shipped,10383,S18_2319,2,1,2005
726,Trucks and Buses,98.18,56,5498.08,Shipped,10412,S18_2319,5,2,2005
727,Trucks and Buses,99.41,38,3777.58,In Process,10425,S18_2319,5,2,2005
728,Vintage Cars,100.0,25,3782.0,Shipped,10101,S18_2325,1,1,2003
729,Vintage Cars,100.0,33,3859.68,Shipped,10110,S18_2325,3,1,2003
730,Vintage Cars,100.0,42,4431.84,Shipped,10124,S18_2325,5,2,2003
731,Vintage Cars,100.0,33,4950.33,Shipped,10149,S18_2325,9,3,2003
732,Vintage Cars,100.0,38,4299.7,Shipped,10162,S18_2325,10,4,2003
733,Vintage Cars,100.0,31,4492.83,Shipped,10173,S18_2325,11,4,2003
734,Vintage Cars,100.0,20,2212.0,Shipped,10182,S18_2325,11,4,2003
735,Vintage Cars,100.0,44,4642.88,Shipped,10193,S18_2325,11,4,2003
736,Vintage Cars,100.0,26,3206.32,Shipped,10204,S18_2325,12,4,2003
737,Vintage Cars,100.0,27,3604.23,Shipped,10214,S18_2325,1,1,2004
738,Vintage Cars,100.0,46,7017.76,Shipped,10227,S18_2325,3,1,2004
739,Vintage Cars,100.0,47,6154.18,Shipped,10243,S18_2325,4,2,2004
740,Vintage Cars,100.0,37,4750.8,Shipped,10280,S18_2325,8,3,2004
741,Vintage Cars,100.0,31,3822.92,Shipped,10288,S18_2325,9,3,2004
742,Vintage Cars,100.0,24,2440.8,Shipped,10304,S18_2325,10,4,2004
743,Vintage Cars,100.0,31,4729.36,Shipped,10312,S18_2325,10,4,2004
744,Vintage Cars,100.0,50,12536.5,Shipped,10322,S18_2325,11,4,2004
745,Vintage Cars,64.69,35,2264.15,Shipped,10332,S18_2325,11,4,2004
746,Vintage Cars,100.0,30,3928.2,Shipped,10344,S18_2325,11,4,2004
747,Vintage Cars,100.0,29,3630.22,Shipped,10356,S18_2325,12,4,2004
748,Vintage Cars,100.0,27,4196.07,Resolved,10367,S18_2325,1,1,2005
749,Vintage Cars,100.0,40,4931.6,Shipped,10380,S18_2325,2,1,2005
750,Vintage Cars,98.99,31,3068.69,Shipped,10390,S18_2325,3,1,2005
751,Vintage Cars,100.0,6,785.64,Shipped,10409,S18_2325,4,2,2005
752,Vintage Cars,100.0,45,4977.0,In Process,10420,S18_2325,5,2,2005
753,Trucks and Buses,54.09,22,1189.98,Shipped,10103,S18_2432,1,1,2003
754,Trucks and Buses,68.67,45,3090.15,Shipped,10114,S18_2432,4,2,2003
755,Trucks and Buses,65.02,43,2795.86,Shipped,10126,S18_2432,5,2,2003
756,Trucks and Buses,61.99,46,2851.54,Shipped,10140,S18_2432,7,3,2003
757,Trucks and Buses,69.28,39,2701.92,Shipped,10151,S18_2432,9,3,2003
758,Trucks and Buses,71.1,31,2204.1,Shipped,10165,S18_2432,10,4,2003
759,Trucks and Buses,69.28,41,2840.48,Shipped,10175,S18_2432,11,4,2003
760,Trucks and Buses,60.16,44,2647.04,Shipped,10184,S18_2432,11,4,2003
761,Trucks and Buses,70.49,45,3172.05,Shipped,10194,S18_2432,11,4,2003
762,Trucks and Buses,69.89,37,2585.93,Shipped,10207,S18_2432,12,4,2003
763,Trucks and Buses,61.38,35,2148.3,Shipped,10217,S18_2432,2,1,2004
764,Trucks and Buses,59.55,28,1667.4,Shipped,10229,S18_2432,3,1,2004
765,Trucks and Buses,61.99,30,1859.7,Shipped,10246,S18_2432,5,2,2004
766,Trucks and Buses,49.22,30,1476.6,Shipped,10259,S18_2432,6,2,2004
767,Trucks and Buses,69.28,25,1732.0,Shipped,10271,S18_2432,7,3,2004
768,Trucks and Buses,57.73,29,1674.17,Shipped,10281,S18_2432,8,3,2004
769,Trucks and Buses,57.73,26,1500.98,Shipped,10291,S18_2432,9,3,2004
770,Trucks and Buses,53.48,41,2192.68,Shipped,10305,S18_2432,10,4,2004
771,Trucks and Buses,52.87,34,1797.58,Shipped,10313,S18_2432,10,4,2004
772,Trucks and Buses,61.21,35,2142.35,Shipped,10322,S18_2432,11,4,2004
773,Trucks and Buses,61.38,34,2086.92,On Hold,10334,S18_2432,11,4,2004
774,Trucks and Buses,100.0,50,6834.5,Shipped,10347,S18_2432,11,4,2004
775,Trucks and Buses,61.99,41,2541.59,Shipped,10357,S18_2432,12,4,2004
776,Trucks and Buses,96.86,22,2130.92,Shipped,10370,S18_2432,1,1,2005
777,Trucks and Buses,48.62,35,1701.7,Shipped,10381,S18_2432,2,1,2005
778,Trucks and Buses,38.5,44,1694.0,Shipped,10391,S18_2432,3,1,2005
779,Trucks and Buses,61.99,47,2913.53,Shipped,10412,S18_2432,5,2,2005
780,Trucks and Buses,49.22,19,935.18,In Process,10425,S18_2432,5,2,2005
781,Planes,90.39,34,3073.26,Shipped,10106,S18_2581,2,1,2003
782,Planes,71.81,29,2082.49,Shipped,10120,S18_2581,4,2,2003
783,Planes,69.27,49,3394.23,Shipped,10133,S18_2581,6,2,2003
784,Planes,85.32,30,2559.6,Shipped,10145,S18_2581,8,3,2003
785,Planes,70.96,21,1490.16,Shipped,10168,S18_2581,10,4,2003
786,Planes,76.88,50,3844.0,Shipped,10210,S18_2581,1,1,2004
787,Planes,100.0,47,4724.91,Shipped,10223,S18_2581,2,1,2004
788,Planes,76.03,24,1824.72,Shipped,10235,S18_2581,4,2,2004
789,Planes,98.84,27,2668.68,Shipped,10250,S18_2581,5,2,2004
790,Planes,86.17,33,2843.61,Shipped,10263,S18_2581,6,2,2004
791,Planes,90.39,35,3163.65,Shipped,10275,S18_2581,7,3,2004
792,Planes,71.81,31,2226.11,Shipped,10284,S18_2581,8,3,2004
793,Planes,82.79,25,2069.75,Shipped,10297,S18_2581,9,3,2004
794,Planes,82.79,27,2235.33,Shipped,10308,S18_2581,10,4,2004
795,Planes,100.0,31,3116.43,Shipped,10318,S18_2581,11,4,2004
796,Planes,100.0,45,4781.7,Resolved,10327,S18_2581,11,4,2004
797,Planes,100.0,27,2810.7,Shipped,10339,S18_2581,11,4,2004
798,Planes,100.0,27,3515.67,Shipped,10353,S18_2581,12,4,2004
799,Planes,69.27,42,2909.34,Shipped,10374,S18_2581,2,1,2005
800,Planes,74.77,21,1570.17,Resolved,10386,S18_2581,3,1,2005
801,Planes,76.88,34,2613.92,Shipped,10398,S18_2581,3,1,2005
802,Planes,76.03,42,3193.26,On Hold,10401,S18_2581,4,2,2005
803,Planes,98.84,15,1482.6,Shipped,10416,S18_2581,5,2,2005
804,Motorcycles,70.87,29,2055.23,Shipped,10107,S18_2625,2,1,2003
805,Motorcycles,58.15,46,2674.9,Shipped,10120,S18_2625,4,2,2003
806,Motorcycles,61.78,30,1853.4,Shipped,10134,S18_2625,7,3,2003
807,Motorcycles,49.67,30,1490.1,Shipped,10145,S18_2625,8,3,2003
808,Motorcycles,51.48,42,2162.16,Shipped,10159,S18_2625,10,4,2003
809,Motorcycles,61.18,46,2814.28,Shipped,10168,S18_2625,10,4,2003
810,Motorcycles,64.2,25,1605.0,Shipped,10180,S18_2625,11,4,2003
811,Motorcycles,65.42,32,2093.44,Shipped,10188,S18_2625,11,4,2003
812,Motorcycles,64.81,30,1944.3,Shipped,10201,S18_2625,12,4,2003
813,Motorcycles,49.67,40,1986.8,Shipped,10210,S18_2625,1,1,2004
814,Motorcycles,60.57,28,1695.96,Shipped,10223,S18_2625,2,1,2004
815,Motorcycles,55.72,23,1281.56,Shipped,10236,S18_2625,4,2,2004
816,Motorcycles,61.18,29,1774.22,Shipped,10251,S18_2625,5,2,2004
817,Motorcycles,58.75,34,1997.5,Shipped,10263,S18_2625,6,2,2004
818,Motorcycles,63.6,37,2353.2,Shipped,10275,S18_2625,7,3,2004
819,Motorcycles,49.06,20,981.2,Shipped,10285,S18_2625,8,3,2004
820,Motorcycles,48.46,32,1550.72,Shipped,10298,S18_2625,9,3,2004
821,Motorcycles,52.09,34,1771.06,Shipped,10308,S18_2625,10,4,2004
822,Motorcycles,52.7,42,2213.4,Shipped,10318,S18_2625,11,4,2004
823,Motorcycles,100.0,38,5266.04,Shipped,10329,S18_2625,11,4,2004
824,Motorcycles,62.16,30,1864.8,Shipped,10339,S18_2625,11,4,2004
825,Motorcycles,49.67,23,1142.41,Shipped,10362,S18_2625,1,1,2005
826,Motorcycles,53.3,22,1172.6,Shipped,10374,S18_2625,2,1,2005
827,Motorcycles,100.0,39,6981.0,Shipped,10389,S18_2625,3,1,2005
828,Motorcycles,55.72,55,3064.6,Shipped,10402,S18_2625,4,2,2005
829,Motorcycles,61.18,36,2202.48,Disputed,10417,S18_2625,5,2,2005
830,Vintage Cars,100.0,26,3773.38,Shipped,10101,S18_2795,1,1,2003
831,Vintage Cars,100.0,31,5074.39,Shipped,10110,S18_2795,3,1,2003
832,Vintage Cars,100.0,34,6483.46,Shipped,10125,S18_2795,5,2,2003
833,Vintage Cars,100.0,41,7956.46,Shipped,10139,S18_2795,7,3,2003
834,Vintage Cars,100.0,23,4230.62,Shipped,10149,S18_2795,9,3,2003
835,Vintage Cars,100.0,48,7209.12,Shipped,10162,S18_2795,10,4,2003
836,Vintage Cars,100.0,22,3452.68,Shipped,10173,S18_2795,11,4,2003
837,Vintage Cars,100.0,21,3047.73,Shipped,10182,S18_2795,11,4,2003
838,Vintage Cars,100.0,22,3675.32,Shipped,10193,S18_2795,11,4,2003
839,Vintage Cars,100.0,40,7492.4,Shipped,10205,S18_2795,12,4,2003
840,Vintage Cars,100.0,50,9534.5,Shipped,10214,S18_2795,1,1,2004
841,Vintage Cars,100.0,29,5579.02,Shipped,10227,S18_2795,3,1,2004
842,Vintage Cars,100.0,43,5950.34,Shipped,10244,S18_2795,4,2,2004
843,Vintage Cars,100.0,24,3726.0,Shipped,10255,S18_2795,6,2,2004
844,Vintage Cars,100.0,22,4455.0,Shipped,10280,S18_2795,8,3,2004
845,Vintage Cars,100.0,43,8272.34,Shipped,10289,S18_2795,9,3,2004
846,Vintage Cars,100.0,20,3577.6,Shipped,10304,S18_2795,10,4,2004
847,Vintage Cars,100.0,25,3881.25,Shipped,10312,S18_2795,10,4,2004
848,Vintage Cars,100.0,36,5797.44,Shipped,10322,S18_2795,11,4,2004
849,Vintage Cars,52.67,24,1264.08,Shipped,10332,S18_2795,11,4,2004
850,Vintage Cars,100.0,21,4815.3,Shipped,10347,S18_2795,11,4,2004
851,Vintage Cars,100.0,30,4462.2,Shipped,10356,S18_2795,12,4,2004
852,Vintage Cars,94.79,32,3033.28,Resolved,10367,S18_2795,1,1,2005
853,Vintage Cars,47.18,21,990.78,Shipped,10380,S18_2795,2,1,2005
854,Vintage Cars,78.11,26,2030.86,Shipped,10390,S18_2795,3,1,2005
855,Vintage Cars,100.0,35,5433.75,In Process,10421,S18_2795,5,2,2005
856,Classic Cars,100.0,26,3157.44,Shipped,10109,S18_2870,3,1,2003
857,Classic Cars,100.0,46,5161.2,Shipped,10123,S18_2870,5,2,2003
858,Classic Cars,100.0,37,4346.76,Shipped,10137,S18_2870,7,3,2003
859,Classic Cars,100.0,27,3528.36,Shipped,10148,S18_2870,9,3,2003
860,Classic Cars,100.0,23,3187.8,Shipped,10161,S18_2870,10,4,2003
861,Classic Cars,100.0,39,6023.16,Shipped,10172,S18_2870,11,4,2003
862,Classic Cars,100.0,27,3884.76,Shipped,10181,S18_2870,11,4,2003
863,Classic Cars,100.0,38,4965.84,Shipped,10192,S18_2870,11,4,2003
864,Classic Cars,100.0,27,4169.88,Shipped,10204,S18_2870,12,4,2003
865,Classic Cars,100.0,40,4910.4,Shipped,10212,S18_2870,1,1,2004
866,Classic Cars,100.0,24,3231.36,Shipped,10226,S18_2870,2,1,2004
867,Classic Cars,100.0,44,6853.44,Shipped,10241,S18_2870,4,2,2004
868,Classic Cars,100.0,37,5177.04,Cancelled,10253,S18_2870,6,2,2004
869,Classic Cars,100.0,20,2824.8,Shipped,10266,S18_2870,7,3,2004
870,Classic Cars,100.0,39,4324.32,Shipped,10278,S18_2870,8,3,2004
871,Classic Cars,100.0,44,5052.96,Shipped,10287,S18_2870,8,3,2004
872,Classic Cars,100.0,22,3223.44,Shipped,10301,S18_2870,10,4,2003
873,Classic Cars,100.0,43,5278.68,Shipped,10311,S18_2870,10,4,2004
874,Classic Cars,100.0,27,2851.2,Shipped,10321,S18_2870,11,4,2004
875,Classic Cars,64.9,26,1687.4,Shipped,10331,S18_2870,11,4,2004
876,Classic Cars,52.32,25,1308.0,Shipped,10343,S18_2870,11,4,2004
877,Classic Cars,100.0,49,6144.6,Shipped,10366,S18_2870,1,1,2005
878,Classic Cars,100.0,29,5127.2,Shipped,10379,S18_2870,2,1,2005
879,Classic Cars,100.0,41,6386.16,On Hold,10407,S18_2870,4,2,2005
880,Classic Cars,100.0,55,7695.6,Shipped,10419,S18_2870,5,2,2005
881,Vintage Cars,83.07,27,2242.89,Shipped,10103,S18_2949,1,1,2003
882,Vintage Cars,100.0,23,2539.89,Shipped,10112,S18_2949,3,1,2003
883,Vintage Cars,90.17,31,2795.27,Shipped,10126,S18_2949,5,2,2003
884,Vintage Cars,100.0,46,5545.76,Shipped,10139,S18_2949,7,3,2003
885,Vintage Cars,91.18,47,4285.46,Shipped,10150,S18_2949,9,3,2003
886,Vintage Cars,100.0,31,3329.09,Shipped,10163,S18_2949,10,4,2003
887,Vintage Cars,100.0,46,5592.22,Shipped,10174,S18_2949,11,4,2003
888,Vintage Cars,89.15,37,3298.55,Shipped,10183,S18_2949,11,4,2003
889,Vintage Cars,93.21,28,2609.88,Shipped,10193,S18_2949,11,4,2003
890,Vintage Cars,90.17,37,3336.29,Shipped,10206,S18_2949,12,4,2003
891,Vintage Cars,100.0,49,5510.05,Shipped,10215,S18_2949,1,1,2004
892,Vintage Cars,100.0,24,2504.4,Shipped,10228,S18_2949,3,1,2004
893,Vintage Cars,100.0,30,3525.6,Shipped,10244,S18_2949,4,2,2004
894,Vintage Cars,88.14,50,4407.0,Shipped,10257,S18_2949,6,2,2004
895,Vintage Cars,96.24,31,2983.44,Shipped,10270,S18_2949,7,3,2004
896,Vintage Cars,100.0,46,5126.24,Shipped,10280,S18_2949,8,3,2004
897,Vintage Cars,100.0,47,5713.79,Shipped,10291,S18_2949,9,3,2004
898,Vintage Cars,100.0,46,4613.8,Shipped,10304,S18_2949,10,4,2004
899,Vintage Cars,100.0,37,3711.1,Shipped,10312,S18_2949,10,4,2004
900,Vintage Cars,100.0,33,3524.73,Shipped,10322,S18_2949,11,4,2004
901,Vintage Cars,90.17,31,2795.27,Shipped,10333,S18_2949,11,4,2004
902,Vintage Cars,100.0,48,4814.4,Shipped,10347,S18_2949,11,4,2004
903,Vintage Cars,87.13,41,3572.33,Shipped,10357,S18_2949,12,4,2004
904,Vintage Cars,100.0,42,4581.36,Shipped,10369,S18_2949,1,1,2005
905,Vintage Cars,100.0,41,4319.76,Shipped,10381,S18_2949,2,1,2005
906,Vintage Cars,45.25,32,1448.0,Shipped,10391,S18_2949,3,1,2005
907,Vintage Cars,88.14,10,881.4,In Process,10423,S18_2949,5,2,2005
908,Vintage Cars,57.46,35,2011.1,Shipped,10103,S18_2957,1,1,2003
909,Vintage Cars,64.33,28,1801.24,Shipped,10111,S18_2957,3,1,2003
910,Vintage Cars,73.7,46,3390.2,Shipped,10126,S18_2957,5,2,2003
911,Vintage Cars,71.2,20,1424.0,Shipped,10139,S18_2957,7,3,2003
912,Vintage Cars,49.97,30,1499.1,Shipped,10150,S18_2957,9,3,2003
913,Vintage Cars,69.96,48,3358.08,Shipped,10163,S18_2957,10,4,2003
914,Vintage Cars,53.72,28,1504.16,Shipped,10173,S18_2957,11,4,2003
915,Vintage Cars,68.08,39,2655.12,Shipped,10183,S18_2957,11,4,2003
916,Vintage Cars,51.84,24,1244.16,Shipped,10193,S18_2957,11,4,2003
917,Vintage Cars,67.46,28,1888.88,Shipped,10206,S18_2957,12,4,2003
918,Vintage Cars,58.71,31,1820.01,Shipped,10215,S18_2957,1,1,2004
919,Vintage Cars,63.71,45,2866.95,Shipped,10228,S18_2957,3,1,2004
920,Vintage Cars,58.09,24,1394.16,Shipped,10244,S18_2957,4,2,2004
921,Vintage Cars,53.72,49,2632.28,Shipped,10257,S18_2957,6,2,2004
922,Vintage Cars,63.08,32,2018.56,Shipped,10269,S18_2957,7,3,2004
923,Vintage Cars,68.71,43,2954.53,Shipped,10280,S18_2957,8,3,2004
924,Vintage Cars,50.59,37,1871.83,Shipped,10291,S18_2957,9,3,2004
925,Vintage Cars,64.96,24,1559.04,Shipped,10304,S18_2957,10,4,2004
926,Vintage Cars,53.72,35,1880.2,Shipped,10312,S18_2957,10,4,2004
927,Vintage Cars,29.87,41,1224.67,Shipped,10322,S18_2957,11,4,2004
928,Vintage Cars,100.0,26,2979.08,Shipped,10332,S18_2957,11,4,2004
929,Vintage Cars,64.96,34,2208.64,Shipped,10347,S18_2957,11,4,2004
930,Vintage Cars,70.58,49,3458.42,Shipped,10357,S18_2957,12,4,2004
931,Vintage Cars,44.21,28,1237.88,Shipped,10369,S18_2957,1,1,2005
932,Vintage Cars,68.08,40,2723.2,Shipped,10381,S18_2957,2,1,2005
933,Vintage Cars,59.96,37,2218.52,Shipped,10392,S18_2957,3,1,2005
934,Vintage Cars,53.72,31,1665.32,In Process,10423,S18_2957,5,2,2005
935,Ships,83.44,41,3421.04,Shipped,10106,S18_3029,2,1,2003
936,Ships,89.46,21,1878.66,Shipped,10119,S18_3029,4,2,2003
937,Ships,96.34,40,3853.6,Shipped,10130,S18_3029,6,2,2003
938,Ships,74.84,46,3442.64,Shipped,10143,S18_3029,8,3,2003
939,Ships,79.14,44,3482.16,Shipped,10155,S18_3029,10,4,2003
940,Ships,73.12,46,3363.52,Cancelled,10167,S18_3029,10,4,2003
941,Ships,81.72,41,3350.52,Shipped,10178,S18_3029,11,4,2003
942,Ships,89.46,32,2862.72,Shipped,10186,S18_3029,11,4,2003
943,Ships,87.74,46,4036.04,Shipped,10197,S18_3029,11,4,2003
944,Ships,100.0,28,2817.92,Shipped,10209,S18_3029,1,1,2004
945,Ships,94.62,49,4636.38,Shipped,10222,S18_3029,2,1,2004
946,Ships,73.98,21,1553.58,Cancelled,10248,S18_3029,5,2,2004
947,Ships,84.3,32,2697.6,Cancelled,10262,S18_3029,6,2,2004
948,Ships,98.06,34,3334.04,Shipped,10273,S18_3029,7,3,2004
949,Ships,98.06,21,2059.26,Shipped,10283,S18_3029,8,3,2004
950,Ships,96.34,21,2023.14,Shipped,10296,S18_3029,9,3,2004
951,Ships,83.44,31,2586.64,Shipped,10307,S18_3029,10,4,2004
952,Ships,94.62,21,1987.02,Shipped,10316,S18_3029,11,4,2004
953,Ships,45.86,25,1146.5,Resolved,10327,S18_3029,11,4,2004
954,Ships,82.58,28,2312.24,Shipped,10338,S18_3029,11,4,2004
955,Ships,64.97,43,2793.71,Shipped,10350,S18_3029,12,4,2004
956,Ships,86.74,22,1908.28,Shipped,10373,S18_3029,1,1,2005
957,Ships,93.01,37,3441.37,Resolved,10386,S18_3029,3,1,2005
958,Ships,72.26,28,2023.28,Shipped,10398,S18_3029,3,1,2005
959,Ships,74.84,30,2245.2,Shipped,10400,S18_3029,4,2,2005
960,Ships,73.98,44,3255.12,On Hold,10414,S18_3029,5,2,2005
961,Vintage Cars,100.0,25,2539.5,Shipped,10103,S18_3136,1,1,2003
962,Vintage Cars,100.0,43,4818.15,Shipped,10111,S18_3136,3,1,2003
963,Vintage Cars,97.39,30,2921.7,Shipped,10126,S18_3136,5,2,2003
964,Vintage Cars,90.06,20,1801.2,Shipped,10139,S18_3136,7,3,2003
965,Vintage Cars,100.0,26,2804.36,Shipped,10150,S18_3136,9,3,2003
966,Vintage Cars,100.0,40,4900.8,Shipped,10163,S18_3136,10,4,2003
967,Vintage Cars,89.01,31,2759.31,Shipped,10173,S18_3136,11,4,2003
968,Vintage Cars,100.0,22,2488.2,Shipped,10183,S18_3136,11,4,2003
969,Vintage Cars,100.0,23,2769.89,Shipped,10193,S18_3136,11,4,2003
970,Vintage Cars,100.0,30,3581.4,Shipped,10206,S18_3136,12,4,2003
971,Vintage Cars,100.0,49,5285.14,Shipped,10215,S18_3136,1,1,2004
972,Vintage Cars,100.0,31,3181.53,Shipped,10228,S18_3136,3,1,2004
973,Vintage Cars,100.0,29,3340.51,Shipped,10244,S18_3136,4,2,2004
974,Vintage Cars,84.82,37,3138.34,Shipped,10257,S18_3136,6,2,2004
975,Vintage Cars,100.0,38,4775.08,Shipped,10270,S18_3136,7,3,2004
976,Vintage Cars,100.0,29,3006.43,Shipped,10280,S18_3136,8,3,2004
977,Vintage Cars,100.0,23,2866.26,Shipped,10291,S18_3136,9,3,2004
978,Vintage Cars,85.87,26,2232.62,Shipped,10304,S18_3136,10,4,2004
979,Vintage Cars,100.0,38,4457.02,Shipped,10312,S18_3136,10,4,2004
980,Vintage Cars,47.04,48,2257.92,Shipped,10322,S18_3136,11,4,2004
981,Vintage Cars,39.8,40,1592.0,Shipped,10332,S18_3136,11,4,2004
982,Vintage Cars,100.0,45,4948.2,Shipped,10347,S18_3136,11,4,2004
983,Vintage Cars,100.0,44,5160.76,Shipped,10357,S18_3136,12,4,2004
984,Vintage Cars,94.22,21,1978.62,Shipped,10369,S18_3136,1,1,2005
985,Vintage Cars,100.0,35,4288.2,Shipped,10381,S18_3136,2,1,2005
986,Vintage Cars,86.92,29,2520.68,Shipped,10392,S18_3136,3,1,2005
987,Vintage Cars,84.82,21,1781.22,In Process,10423,S18_3136,5,2,2005
988,Vintage Cars,100.0,22,3065.04,Shipped,10105,S18_3140,2,1,2003
989,Vintage Cars,100.0,26,3551.34,Shipped,10117,S18_3140,4,2,2003
990,Vintage Cars,100.0,41,5544.02,Shipped,10128,S18_3140,6,2,2003
991,Vintage Cars,100.0,47,6034.33,Shipped,10142,S18_3140,8,3,2003
992,Vintage Cars,100.0,31,3641.57,Shipped,10153,S18_3140,9,3,2003
993,Vintage Cars,100.0,43,6930.74,Shipped,10166,S18_3140,10,4,2003
994,Vintage Cars,100.0,23,3675.63,Shipped,10177,S18_3140,11,4,2003
995,Vintage Cars,100.0,28,3442.04,Shipped,10185,S18_3140,11,4,2003
996,Vintage Cars,100.0,49,6893.81,Shipped,10196,S18_3140,11,4,2003
997,Vintage Cars,100.0,24,2622.48,Shipped,10208,S18_3140,1,1,2004
998,Vintage Cars,100.0,33,4417.38,Shipped,10221,S18_3140,2,1,2004
999,Vintage Cars,100.0,22,3606.02,Shipped,10232,S18_3140,3,1,2004
1000,Vintage Cars,100.0,32,3802.56,Cancelled,10248,S18_3140,5,2,2004
1001,Vintage Cars,100.0,40,5026.4,Shipped,10273,S18_3140,7,3,2004
1002,Vintage Cars,100.0,43,6695.53,Shipped,10282,S18_3140,8,3,2004
1003,Vintage Cars,100.0,24,2819.28,Shipped,10293,S18_3140,9,3,2004
1004,Vintage Cars,100.0,32,3759.04,Shipped,10306,S18_3140,10,4,2004
1005,Vintage Cars,100.0,20,2731.8,Shipped,10314,S18_3140,10,4,2004
1006,Vintage Cars,69.12,24,1658.88,Shipped,10325,S18_3140,11,4,2004
1007,Vintage Cars,100.0,48,5778.24,Shipped,10336,S18_3140,11,4,2004
1008,Vintage Cars,100.0,44,5191.12,Shipped,10350,S18_3140,12,4,2004
1009,Vintage Cars,100.0,28,3862.88,Shipped,10372,S18_3140,1,1,2005
1010,Vintage Cars,61.52,24,1476.48,Shipped,10383,S18_3140,2,1,2005
1011,Vintage Cars,100.0,33,5273.73,Shipped,10396,S18_3140,3,1,2005
1012,Vintage Cars,100.0,41,4872.03,On Hold,10414,S18_3140,5,2,2005
1013,Classic Cars,100.0,23,4556.99,Shipped,10104,S18_3232,1,1,2003
1014,Classic Cars,100.0,46,8257.0,Shipped,10109,S18_3232,3,1,2003
1015,Classic Cars,100.0,48,8209.44,Shipped,10114,S18_3232,4,2,2003
1016,Classic Cars,100.0,25,3598.5,Shipped,10122,S18_3232,5,2,2003
1017,Classic Cars,100.0,22,3837.24,Shipped,10127,S18_3232,6,2,2003
1018,Classic Cars,100.0,41,8331.61,Shipped,10136,S18_3232,7,3,2003
1019,Classic Cars,100.0,34,4836.5,Shipped,10141,S18_3232,8,3,2003
1020,Classic Cars,100.0,32,5418.88,Shipped,10148,S18_3232,9,3,2003
1021,Classic Cars,100.0,21,3734.01,Shipped,10151,S18_3232,9,3,2003
1022,Classic Cars,100.0,20,3996.4,Shipped,10160,S18_3232,10,4,2003
1023,Classic Cars,100.0,47,8754.69,Shipped,10165,S18_3232,10,4,2003
1024,Classic Cars,100.0,39,5481.45,Shipped,10171,S18_3232,11,4,2003
1025,Classic Cars,100.0,29,4419.89,Shipped,10175,S18_3232,11,4,2003
